# filename<TAB>url<TAB>license<TAB>source_record
lin_2025_multires_soft_body.pdf	https://hammer.purdue.edu/ndownloader/files/53401070	CC-BY-4.0	https://hammer.purdue.edu/articles/thesis/Real-Time_Soft-Body_Destruction_with_Multiresolution_Structure/28724222
